id,title,original_name,url,duration,count,liked_count,album_id,album_code,album_title,album_year,artists,languages
118,BILU - Khudaya Khair.mp3,Khudaya Khair,songs-file/BILU%20-%20Khudaya%20Khair.mp3.mp3,282.648,0,0,58,BILU,Billu,2009,"Akriti Kakar, Monali Thakur, Soham Chakraborty",Hindi
119,BILU - Love Mera Hit Hit.mp3,Love Mera Hit Hit,songs-file/BILU%20-%20Love%20Mera%20Hit%20Hit.mp3.mp3,288.18605,0,0,58,BILU,Billu,2009,"Tulsi Kumar, Neeraj Shridhar",Hindi
120,BILU - You Get Me Rocking & Reeling.mp3,You Get Me Rocking & Reeling,songs-file/BILU%20-%20You%20Get%20Me%20Rocking%20%26%20Reeling.mp3.mp3,288.12,0,0,58,BILU,Billu,2009,Neeraj Shridhar,Hindi
121,BLKM - Pal Pal Dil Ke Paas.mp3,Pal Pal Dil Ke Paas,songs-file/BLKM%20-%20Pal%20Pal%20Dil%20Ke%20Paas.mp3.mp3,329.146075,0,0,59,BLKM,Blackmail,1973,Kishore Kumar,Hindi
122,BM - Chaahat.mp3,Chaahat,songs-file/BM%20-%20Chaahat.mp3.mp3,262.5733333333333,0,0,60,BM,Blood Money,2012,"Rahat Fateh Ali Khan, Jeet Ganguly",Hindi
123,BM - Jo Tere Sang.mp3,Jo Tere Sang,songs-file/BM%20-%20Jo%20Tere%20Sang.mp3.mp3,306.17333333333335,0,0,60,BM,Blood Money,2012,"Jeet Ganguly, Mustafa Zahid",Hindi
124,BLUE - Fiqrana.mp3,Fiqrana,songs-file/BLUE%20-%20Fiqrana.mp3.mp3,325.149325,0,0,61,BLUE,Blue,2009,"Shreya Ghoshal, Vijay Prakash",Hindi
125,BDYG - I Love You.mp3,I Love You,songs-file/BDYG%20-%20I%20Love%20You.mp3.mp3,258.81333333333333,0,0,62,BDYG,Bodyguard,2011,"Ash King, Clinton Cerejo",Hindi
126,BDYG - Teri Meri.mp3,Teri Meri,songs-file/BDYG%20-%20Teri%20Meri.mp3.mp3,327.32,0,0,62,BDYG,Bodyguard,2011,"Shreya Ghoshal, Rahat Fateh Ali Khan",Hindi
127,BHMA - Jaguar.mp3,Jaguar,songs-file/BHMA%20-%20Jaguar.mp3.mp3,167.10530612244898,0,0,63,BHMA,Bohemia,2015,"Muzical Doctorz Sukhe, Bohemia",Hindi
128,BOL - Hona Tha Pyaar.mp3,Hona Tha Pyaar,songs-file/BOL%20-%20Hona%20Tha%20Pyaar.mp3.mp3,222.15325,0,0,64,BOL,Bol,2011,"Hadiqa Kiani, Atif Aslam",Hindi
129,BHS - Main Rahoon Ya Na Rahoon.mp3,Main Rahoon Ya Na Rahoon,songs-file/BHS%20-%20Main%20Rahoon%20Ya%20Na%20Rahoon.mp3.mp3,309.5281,0,0,65,BHS,Bollywood Heartbreak Songs,2019,Armaan Malik,Hindi
130,BRDR - Sandese Aate Hai.mp3,Sandese Aate Hai,songs-file/BRDR%20-%20Sandese%20Aate%20Hai.mp3.mp3,621.744,0,0,66,BRDR,Border,1999,"Roopkumar Rathod, Sonu Nigam",Hindi
131,BOSS - Har Kisi Ko.mp3,Har Kisi Ko,songs-file/BOSS%20-%20Har%20Kisi%20Ko.mp3.mp3,304.065306122449,0,0,67,BOSS,Boss,2013,"Arijit Singh, Neeti Mohan",Hindi
132,BKB - Adhoore.mp3,Adhoore,songs-file/BKB%20-%20Adhoore.mp3.mp3,263.348375,0,0,68,BKB,Break Ke Baad,2010,"Vishal Dadlani, Alyssa Mendonsa",Hindi
133,BRTHR - Sapna Jahan.mp3,Sapna Jahan,songs-file/BRTHR%20-%20Sapna%20Jahan.mp3.mp3,341.841575,0,0,69,BRTHR,Brothers,2015,"Sonu Nigam, Neeti Mohan, Ajay-Atul",Hindi
134,BMG - Raat Kali Ek Khawab Mein Aayi.mp3,Raat Kali Ek Khawab Mein Aayi,songs-file/BMG%20-%20Raat%20Kali%20Ek%20Khawab%20Mein%20Aayi.mp3.mp3,254.9108125,0,0,70,BMG,Buddha Mil Gaya,1971,Kishore Kumar,Hindi
135,BR - Saamne Hai Savera.mp3,Saamne Hai Savera,songs-file/BR%20-%20Saamne%20Hai%20Savera.mp3.mp3,276.3211111111111,0,0,71,BR,Bullett Raja,2013,"Shreya Ghoshal, Bonnie Chakraborty, Wajid Ali",Hindi
136,BR - Tamanche Pe Disco.mp3,Tamanche Pe Disco,songs-file/BR%20-%20Tamanche%20Pe%20Disco.mp3.mp3,208.74891156462584,0,0,71,BR,Bullett Raja,2013,"Nindy Kaur, Raftaar",Hindi
137,CRVAN - Piya Tu Ab To Aaja.mp3,Piya Tu Ab To Aaja,songs-file/CRVAN%20-%20Piya%20Tu%20Ab%20To%20Aaja.mp3.mp3,326.568,0,0,72,CRVAN,Caravan,1971,Asha Bhosle,Hindi
138,CC - Hawa Hawa.mp3,Hawa Hawa,songs-file/CC%20-%20Hawa%20Hawa.mp3.mp3,205.40081632653062,0,0,73,CC,Chaalis Chauraasi,2012,"Hasan Jahangir, Neeraj Shridhar",Hindi
139,CDKC - Kangna Tera Ni.mp3,Kangna Tera Ni,songs-file/CDKC%20-%20Kangna%20Tera%20Ni.mp3.mp3,214.36081632653062,0,0,74,CDKC,Chaar Din Ki Chandni,2012,"Dr Zeus, Lumber",Hindi
140,CWJH - Chal Wahan Jaate Hain.mp3,Chal Wahan Jaate Hain,songs-file/CWJH%20-%20Chal%20Wahan%20Jaate%20Hain.mp3.mp3,326.194225,0,0,75,CWJH,Chal Wahan Jaate Hain,2015,Arijit Singh,Hindi
141,CLTC - Chalte Chalte.mp3,Chalte Chalte,songs-file/CLTC%20-%20Chalte%20Chalte.mp3.mp3,314.174693877551,0,0,76,CLTC,Chalte Chalte,1976,Kishore Kumar,Hindi
142,CLTC - Suno Na Suno Na.mp3,Suno Na Suno Na,songs-file/CLTC%20-%20Suno%20Na%20Suno%20Na.mp3.mp3,256.20897959183674,0,0,76,CLTC,Chalte Chalte,1976,Abhijeet Bhattacharya,Hindi
143,CCtC - Tere Naina.mp3,Tere Naina,songs-file/CCtC%20-%20Tere%20Naina.mp3.mp3,258.464,0,0,77,CCtC,Chandni Chowk to China,2009,Shankar Mahadevan,Hindi
144,CE - Tera Rastaa Chhodoon.mp3,Tera Rastaa Chhodoon,songs-file/CE%20-%20Tera%20Rastaa%20Chhodoon.mp3.mp3,253.63156462585033,0,0,78,CE,Chennai Express,2013,"Anusha Mani, Amitabh Bhattacharya",Hindi
145,CE - Titli.mp3,Titli,songs-file/CE%20-%20Titli.mp3.mp3,350.6677551020408,0,0,78,CE,Chennai Express,2013,"Chinmayi, Gopi Sundar",Hindi
146,CIL - Muskurane.mp3,Muskurane,songs-file/CIL%20-%20Muskurane.mp3.mp3,334.33115646258506,0,0,79,CIL,CityLights,2014,Arijit Singh,Hindi
147,CD - Coffin Dance.mp3,Coffin Dance,songs-file/CD%20-%20Coffin%20Dance.mp3.mp3,155.184,0,0,80,CD,Coffin Dance,2017,Tony Igy,Instrumental
148,CLDP - Hymn for the Weekend.mp3,Hymn for the Weekend,songs-file/CLDP%20-%20Hymn%20for%20the%20Weekend.mp3.mp3,260.688,0,0,81,CLDP,Coldplay,2015,Coldplay,English
149,C3 - Naam-E-Wafa.mp3,Naam-E-Wafa,songs-file/C3%20-%20Naam-E-Wafa.mp3.mp3,314.29961451247163,0,0,82,C3,Creature 3D,2014,"Tulsi Kumar, Farhan Saeed",Hindi
150,C - Mere Bina.mp3,Mere Bina,songs-file/C%20-%20Mere%20Bina.mp3.mp3,289.56,0,0,83,C,Crook,2010,"Pritam Chakraborty, Nikhil D'Souza",Hindi
151,C - Tujhko Jo Paaya.mp3,Tujhko Jo Paaya,songs-file/C%20-%20Tujhko%20Jo%20Paaya.mp3.mp3,184.82666666666665,0,0,83,C,Crook,2010,Mohit Chauhan,Hindi
152,DSPCTO - DESPASITO (Justin Cover).mp3,DESPASITO (Justin Cover),songs-file/DSPCTO%20-%20DESPASITO%20(Justin%20Cover).mp3.mp3,230.4832,0,0,84,DSPCTO,DESPACITO,2018,Justin Bieber,"Spanish, English"
153,DSPCTO - Despacito (Justin Cover 2).mp3,Despacito (Justin Cover 2),songs-file/DSPCTO%20-%20Despacito%20(Justin%20Cover%202).mp3.mp3,200.127275,0,0,84,DSPCTO,DESPACITO,2018,Justin Bieber,"Spanish, English"
154,DSPCTO - Despacito ft. Daddy Yankee.mp3,Despacito ft. Daddy Yankee,songs-file/DSPCTO%20-%20Despacito%20ft.%20Daddy%20Yankee.mp3.mp3,281.5232,0,0,84,DSPCTO,DESPACITO,2018,Daddy Yankee,Spanish
155,DBNG2 - Dagabaaz Re.mp3,Dagabaaz Re,songs-file/DBNG2%20-%20Dagabaaz%20Re.mp3.mp3,287.2772789115646,0,0,85,DBNG2,Dabangg 2,2012,"Shadab Faridi, Rahat Fateh Ali Khan, Shreya Ghoshal",Hindi
156,DY - Dura.mp3,Dura,songs-file/DY%20-%20Dura.mp3.mp3,217.6632,0,0,86,DY,Daddy Yankee,1994,Daddy Yankee,Spanish
157,DHEK - Sawan Barse Tarse Dil.mp3,Sawan Barse Tarse Dil,songs-file/DHEK%20-%20Sawan%20Barse%20Tarse%20Dil.mp3.mp3,351.096,0,0,87,DHEK,Dahek,1999,"Sadhana Sargam, Hariharan",Hindi
158,DI - Tu Hi Rab Tu Hi Dua.mp3,Tu Hi Rab Tu Hi Dua,songs-file/DI%20-%20Tu%20Hi%20Rab%20Tu%20Hi%20Dua.mp3.mp3,423.60163265306124,0,0,88,DI,Dangerous Ishhq,2012,"Rahat Fateh Ali Khan, Tulsi Kumar",Hindi
159,DRAR - Thoda.mp3,Thoda,songs-file/DRAR%20-%20Thoda.mp3.mp3,202.7965625,0,0,89,DRAR,Daraar,1994,Stefan Ahola,Hindi
160,DARR - Jaadu Teri Nazar.mp3,Jaadu Teri Nazar,songs-file/DARR%20-%20Jaadu%20Teri%20Nazar.mp3.mp3,281.03325,0,0,90,DARR,Darr,1993,"Vinod Rathod, Lata Mangeshkar, Udit Narayan",Hindi
161,DG - Hey Mama.mp3,Hey Mama,songs-file/DG%20-%20Hey%20Mama.mp3.mp3,199.9673469387755,0,0,91,DG,David Guetta,1980,"David Guetta, Nicki Minaj",English
162,DDD - Rishte Naate.mp3,Rishte Naate,songs-file/DDD%20-%20Rishte%20Naate.mp3.mp3,282.1333333333333,0,0,92,DDD,De Dana Dan,2009,"Rahat Fateh Ali Khan, Suzanne D'Mello",Hindi
163,DB - Switty Tera Pyaar Chaida.mp3,Switty Tera Pyaar Chaida,songs-file/DB%20-%20Switty%20Tera%20Pyaar%20Chaida.mp3.mp3,173.48024943310656,0,0,93,DB,Delhi Belly,2011,Ram Sampath,Hindi
164,D6 - Genda Phool.mp3,Genda Phool,songs-file/D6%20-%20Genda%20Phool.mp3.mp3,170.3263125,0,0,94,D6,Delhi-6,2009,"Shraddha Pandit, Sujata Majumdar, Rekha Bharadwaj",Hindi
165,D6 - Masakali.mp3,Masakali,songs-file/D6%20-%20Masakali.mp3.mp3,290.8212244897959,0,0,94,D6,Delhi-6,2009,Mohit Chauhan,Hindi
166,DH - Tere Bin.mp3,Tere Bin,songs-file/DH%20-%20Tere%20Bin.mp3.mp3,321.944,0,0,95,DH,Delhii Heights,2007,Rabbi Shergill,Hindi
167,DK - Daftar Ki Girl.mp3,Daftar Ki Girl,songs-file/DK%20-%20Daftar%20Ki%20Girl.mp3.mp3,200.03990929705216,0,0,96,DK,Desi Kalakaar,2014,Yo Yo Honey Singh,Hindi
168,DVDS - Dola Re Dola.mp3,Dola Re Dola,songs-file/DVDS%20-%20Dola%20Re%20Dola.mp3.mp3,395.8666666666667,0,0,97,DVDS,Devdas,2002,"Shreya Ghoshal, Kavita Krishnamurthy, KK",Hindi
169,DHDKN - Tum Dil Ki Dhadkan Mein.mp3,Tum Dil Ki Dhadkan Mein,songs-file/DHDKN%20-%20Tum%20Dil%20Ki%20Dhadkan%20Mein.mp3.mp3,350.963125,0,0,98,DHDKN,Dhadkan,2000,"Alka Yagnik, Abhijeet Bhattacharya",Hindi
170,DHOL - Bheega Aasman.mp3,Bheega Aasman,songs-file/DHOL%20-%20Bheega%20Aasman.mp3.mp3,332.288,0,0,99,DHOL,Dhol,2007,"Vijay Yesudas, Shaan",Hindi
171,D2 - Dhoom Again.mp3,Dhoom Again,songs-file/D2%20-%20Dhoom%20Again.mp3.mp3,302.6626875,0,0,100,D2,Dhoom 2,2006,Vishal Dadlani,Hindi
172,D2 - Dilbara.mp3,Dilbara,songs-file/D2%20-%20Dilbara.mp3.mp3,271.85632653061225,0,0,100,D2,Dhoom 2,2006,"Abhijeet Bhattacharya, Sowmya Raoh, Pritam Chakraborty",Hindi
173,D2 - My Name Is Ali.mp3,My Name Is Ali,songs-file/D2%20-%20My%20Name%20Is%20Ali.mp3.mp3,275.4169375,0,0,100,D2,Dhoom 2,2006,"Sonu Nigam, Bipasha Basu",Hindi
174,D2 - Touch Me.mp3,Touch Me,songs-file/D2%20-%20Touch%20Me.mp3.mp3,318.93333333333334,0,0,100,D2,Dhoom 2,2006,"KK, Alisha Chinai",Hindi
175,D3 - Bande Hain Hum Uske.mp3,Bande Hain Hum Uske,songs-file/D3%20-%20Bande%20Hain%20Hum%20Uske.mp3.mp3,184.6334693877551,0,0,101,D3,Dhoom 3,2013,"Shivam Mahadevan, Anish Sharma",Hindi
176,D3 - Kamli.mp3,Kamli,songs-file/D3%20-%20Kamli.mp3.mp3,234.414125,0,0,101,D3,Dhoom 3,2013,Sunidhi Chauhan,Hindi
177,DM - DESPACITO.mp3,DESPACITO,songs-file/DM%20-%20DESPACITO.mp3.mp3,197.43665,0,0,102,DM,Dhruvan Moorthy,2018,"Dhruvan Moorthy, SeeMo",Hindi
178,DAAPP - Ajeeb Dastan Hai Yeh.mp3,Ajeeb Dastan Hai Yeh,songs-file/DAAPP%20-%20Ajeeb%20Dastan%20Hai%20Yeh.mp3.mp3,315.61333333333334,0,0,103,DAAPP,Dil Apna Aur Preet Parai,1960,Lata Mangeshkar,Hindi
179,DLG - Dil Le Gayee.mp3,Dil Le Gayee,songs-file/DLG%20-%20Dil%20Le%20Gayee.mp3.mp3,292.33922902494334,0,0,104,DLG,Dil Le Gayee,2008,"Jasbir Jassi, Jassi Gurjar",Hindi
180,DTPH - Are Re Are.mp3,Are Re Are,songs-file/DTPH%20-%20Are%20Re%20Are.mp3.mp3,335.080625,0,0,105,DTPH,Dil To Pagal Hai,1997,"Lata Mangeshkar, Udit Narayan",Hindi
181,DTPH - Chand Ne Kuchh Kaha.mp3,Chand Ne Kuchh Kaha,songs-file/DTPH%20-%20Chand%20Ne%20Kuchh%20Kaha.mp3.mp3,406.8688125,0,0,105,DTPH,Dil To Pagal Hai,1997,Lata Mangeshkar,Hindi
182,DTBHJ - Abhi Kuch Dino Se.mp3,Abhi Kuch Dino Se,songs-file/DTBHJ%20-%20Abhi%20Kuch%20Dino%20Se.mp3.mp3,283.1675736961451,0,0,106,DTBHJ,Dil Toh Baccha Hai Ji,2011,Mohit Chauhan,Hindi
183,DZG - Birthday Bash.mp3,Birthday Bash,songs-file/DZG%20-%20Birthday%20Bash.mp3.mp3,252.110975,0,0,107,DZG,Dilliwali Zaalim Girlfriend,2015,"Yo Yo Honey Singh, Amanjot singh Panwar",Hindi
184,DLWLE - Daayre.mp3,Daayre,songs-file/DLWLE%20-%20Daayre.mp3.mp3,290.6938,0,0,108,DLWLE,Dilwale,2015,Arijit Singh,Hindi
185,DLWLE - Gerua.mp3,Gerua,songs-file/DLWLE%20-%20Gerua.mp3.mp3,345.55886621315193,0,0,108,DLWLE,Dilwale,2015,"Arijit Singh, Antara Mitra, Pritam Chakraborty",Hindi
186,DLWLE - Manma Emotion Jaage.mp3,Manma Emotion Jaage,songs-file/DLWLE%20-%20Manma%20Emotion%20Jaage.mp3.mp3,209.411768707483,0,0,108,DLWLE,Dilwale,2015,"Anushka Manchanda, Antara Mitra, Pritam Chakraborty",Hindi
187,DLWLE - Premika.mp3,Premika,songs-file/DLWLE%20-%20Premika.mp3.mp3,225.35836734693876,0,0,108,DLWLE,Dilwale,2015,"Kanika Kapoor, Benny Dayal, Pritam Chakraborty",Hindi
188,DLWLE - Tukur Tukur.mp3,Tukur Tukur,songs-file/DLWLE%20-%20Tukur%20Tukur.mp3.mp3,273.0434693877551,0,0,108,DLWLE,Dilwale,2015,Pritam Chakraborty,Hindi
189,DDLJ - Ruk Ja O Dil Deewane.mp3,Ruk Ja O Dil Deewane,songs-file/DDLJ%20-%20Ruk%20Ja%20O%20Dil%20Deewane.mp3.mp3,312.3333333333333,0,0,109,DDLJ,Dilwale Dulhania Le Jayenge,1995,Udit Narayan,Hindi
190,DISK - Tu Hi Hai Aashiqui.mp3,Tu Hi Hai Aashiqui,songs-file/DISK%20-%20Tu%20Hi%20Hai%20Aashiqui.mp3.mp3,297.40990929705214,0,0,110,DISK,Dishkiyaoon,2014,Arijit Singh,Hindi
191,DLKK - Kuch To Hai.mp3,Kuch To Hai,songs-file/DLKK%20-%20Kuch%20To%20Hai.mp3.mp3,248.16326530612244,0,0,111,DLKK,Do Lafzon Ki Kahani,2016,Armaan Malik,Hindi
192,D - Apne Dil Me Dekho.mp3,Apne Dil Me Dekho,songs-file/D%20-%20Apne%20Dil%20Me%20Dekho.mp3.mp3,95.352,0,0,112,D,Doraemon,1979,Doraemon,"Hindi, Cartoon"
193,D - Jeene Ka Sahi Dhang.mp3,Jeene Ka Sahi Dhang,songs-file/D%20-%20Jeene%20Ka%20Sahi%20Dhang.mp3.mp3,69.0,0,0,112,D,Doraemon,1979,Doraemon,"Hindi, Cartoon"
194,D - Shounenki.mp3,Shounenki,songs-file/D%20-%20Shounenki.mp3.mp3,192.744,0,0,112,D,Doraemon,1979,Tetsuya Takeda,"Cartoon, Japanese"
195,D - Yume o Kanaete.mp3,Yume o Kanaete,songs-file/D%20-%20Yume%20o%20Kanaete.mp3.mp3,244.68897959183673,0,0,112,D,Doraemon,1979,MAO,"Cartoon, Japanese"
196,D - Zindagi Sawar Doon.mp3,Zindagi Sawar Doon,songs-file/D%20-%20Zindagi%20Sawar%20Doon.mp3.mp3,72.41142857142857,0,0,112,D,Doraemon,1979,Doraemon,"Hindi, Cartoon"
197,DSTN - Jaane Kyun.mp3,Jaane Kyun,songs-file/DSTN%20-%20Jaane%20Kyun.mp3.mp3,277.9924375,0,0,113,DSTN,Dostana,2008,Vishal-Shekhar,Hindi
198,DSTN - Khabar Nahi.mp3,Khabar Nahi,songs-file/DSTN%20-%20Khabar%20Nahi.mp3.mp3,259.10857142857145,0,0,113,DSTN,Dostana,2008,"Shreya Ghoshal, Amanat Ali, Raja Hasan, Vishal Dadlani",Hindi
199,DSTN - Shut Up & Bounce.mp3,Shut Up & Bounce,songs-file/DSTN%20-%20Shut%20Up%20%26%20Bounce.mp3.mp3,277.5238125,0,0,113,DSTN,Dostana,2008,Vishal-Shekhar,Hindi
200,DL - Kiss & Makeup.mp3,Kiss & Makeup,songs-file/DL%20-%20Kiss%20%26%20Makeup.mp3.mp3,189.192,0,0,114,DL,Dua Lipa,2015,"BLACKPINK, Dua Lipa",English
201,DMD - Te Amo (Duet).mp3,Te Amo (Duet),songs-file/DMD%20-%20Te%20Amo%20(Duet).mp3.mp3,286.82448979591834,0,0,115,DMD,Dum Maaro Dum,2011,"Sunidhi Chauhan, Pritam Chakraborty, Ash King",Hindi
202,DUS - Dus Bahane.mp3,Dus Bahane,songs-file/DUS%20-%20Dus%20Bahane.mp3.mp3,206.94666666666666,0,0,116,DUS,Dus,2005,"Vishal-Shekhar, KK, Shaan",Hindi
203,ES - Shape of You.mp3,Shape of You,songs-file/ES%20-%20Shape%20of%20You.mp3.mp3,263.2432,0,0,117,ES,Ed Sheeran,2005,Ed Sheeran,English
204,EMAET - Ek Main Aur Ekk Tu.mp3,Ek Main Aur Ekk Tu,songs-file/EMAET%20-%20Ek%20Main%20Aur%20Ekk%20Tu.mp3.mp3,263.83673469387753,0,0,118,EMAET,Ek Main Aur Ekk Tu,2012,"Anushka Manchanda, Benny Dayal",Hindi
205,EMAET - Gubbare.mp3,Gubbare,songs-file/EMAET%20-%20Gubbare.mp3.mp3,271.7779591836735,0,0,118,EMAET,Ek Main Aur Ekk Tu,2012,Amit Trivedi,Hindi
206,ETT - Laapata.mp3,Laapata,songs-file/ETT%20-%20Laapata.mp3.mp3,256.56,0,0,119,ETT,Ek Tha Tiger,2012,KK,Hindi
207,ETT - Saiyaara.mp3,Saiyaara,songs-file/ETT%20-%20Saiyaara.mp3.mp3,253.88,0,0,119,ETT,Ek Tha Tiger,2012,"Mohit Chauhan, Tarannum Mallik",Hindi
208,EV - Baanjara.mp3,Baanjara,songs-file/EV%20-%20Baanjara.mp3.mp3,336.45714285714286,0,0,120,EV,Ek Villain,2014,Mohammed Irfan,Hindi
209,EV - Galliyan.mp3,Galliyan,songs-file/EV%20-%20Galliyan.mp3.mp3,340.9385941043084,0,0,120,EV,Ek Villain,2014,Ankit Tiwari,Hindi
210,EV - Humdard.mp3,Humdard,songs-file/EV%20-%20Humdard.mp3.mp3,260.31020408163266,0,0,120,EV,Ek Villain,2014,Arijit Singh,Hindi
211,EV - Zaroorat.mp3,Zaroorat,songs-file/EV%20-%20Zaroorat.mp3.mp3,369.035025,0,0,120,EV,Ek Villain,2014,Mustafa Zahid,Hindi
212,EDT - Hosanna (RDJ).mp3,Hosanna (RDJ),songs-file/EDT%20-%20Hosanna%20(RDJ).mp3.mp3,187.723875,0,0,121,EDT,Ekk Deewana Tha,2012,"A. R. Rahman, Leon D'Souza, Suzanne D'Mello",Hindi
213,EDT - Hosanna.mp3,Hosanna,songs-file/EDT%20-%20Hosanna.mp3.mp3,333.9755102040816,0,0,121,EDT,Ekk Deewana Tha,2012,"A. R. Rahman, Leon D'Souza, Suzanne D'Mello",Hindi
214,ED - MIDDLE OF THE NIGHT.mp3,MIDDLE OF THE NIGHT,songs-file/ED%20-%20MIDDLE%20OF%20THE%20NIGHT.mp3.mp3,182.7004081632653,0,0,122,ED,Elley Duhe,2022,Elley Duhe,English
215,EMPT - Tune Mere Jaana.mp3,Tune Mere Jaana,songs-file/EMPT%20-%20Tune%20Mere%20Jaana.mp3.mp3,245.8985625,0,0,123,EMPT,Emptiness,2014,Gajendra Verma,Hindi
216,E - Johnny Johnny.mp3,Johnny Johnny,songs-file/E%20-%20Johnny%20Johnny.mp3.mp3,189.17877551020408,0,0,124,E,Entertainment,2014,"Madhav Krishna, Jigar, Priya Panchal",Hindi
217,E - Tera Naam Doon.mp3,Tera Naam Doon,songs-file/E%20-%20Tera%20Naam%20Doon.mp3.mp3,284.00326530612244,0,0,124,E,Entertainment,2014,"Shalmali Kholgade, Atif Aslam",Hindi
218,E - Veerey Di Wedding.mp3,Veerey Di Wedding,songs-file/E%20-%20Veerey%20Di%20Wedding.mp3.mp3,214.7526530612245,0,0,124,E,Entertainment,2014,Mika Singh,Hindi
219,EPORA - Why Not Me?.mp3,Why Not Me?,songs-file/EPORA%20-%20Why%20Not%20Me%3F.mp3.mp3,219.45469387755102,0,0,125,EPORA,Euphoria,2010,Enrique Iglesias,English
220,F - La La La (Brazil).mp3,La La La (Brazil),songs-file/F%20-%20La%20La%20La%20(Brazil).mp3.mp3,210.3632,0,0,126,F,FIFA,1930,Shakira,English
221,F - We Are One (Ole Ola).mp3,We Are One (Ole Ola),songs-file/F%20-%20We%20Are%20One%20(Ole%20Ola).mp3.mp3,226.0232,0,0,126,F,FIFA,1930,Pitbull,English
222,FANAA - Chand Sifarish.mp3,Chand Sifarish,songs-file/FANAA%20-%20Chand%20Sifarish.mp3.mp3,276.62666666666667,0,0,127,FANAA,Fanaa,2006,"Kailash Kher, Shaan",Hindi
223,FANAA - Mere Haath Mein.mp3,Mere Haath Mein,songs-file/FANAA%20-%20Mere%20Haath%20Mein.mp3.mp3,287.56125,0,0,127,FANAA,Fanaa,2006,Sonu Nigam,Hindi
224,FSHN - Mar Jaava.mp3,Mar Jaava,songs-file/FSHN%20-%20Mar%20Jaava.mp3.mp3,238.9419375,0,0,128,FSHN,Fashion,2008,"Salim Merchant, Shruti Pathak, Salim-Sulaiman",Hindi
225,F&F6 - We Own It.mp3,We Own It,songs-file/F%26F6%20-%20We%20Own%20It.mp3.mp3,226.64533333333333,0,0,129,F&F6,Fast & Furious 6,2013,"2 Chainz, Wiz Khalifa",English
226,FZLPR - Chull.mp3,Chull,songs-file/FZLPR%20-%20Chull.mp3.mp3,165.29086167800455,0,0,130,FZLPR,Fazilpuria,2014,"Fazilpuria, Badshah",Hindi
227,FS - Infinity.mp3,Infinity,songs-file/FS%20-%20Infinity.mp3.mp3,237.79265306122448,0,0,131,FS,Feel Something,2017,Jaymes Young,English
228,FGLY - Banjarey.mp3,Banjarey,songs-file/FGLY%20-%20Banjarey.mp3.mp3,245.91013605442177,0,0,132,FGLY,Fugly,2014,Yo Yo Honey Singh,Hindi
229,FKRY - Ambarsariya.mp3,Ambarsariya,songs-file/FKRY%20-%20Ambarsariya.mp3.mp3,248.7861678004535,0,0,133,FKRY,Fukrey,2013,"Munna Dhiman, Sona Mohapatra, Ram Sampath",Hindi
230,F7 - See You Again.mp3,See You Again,songs-file/F7%20-%20See%20You%20Again.mp3.mp3,237.3832,0,0,134,F7,Furious 7,2015,Wiz Khalifa,English
231,GB - GF BF.mp3,GF BF,songs-file/GB%20-%20GF%20BF.mp3.mp3,314.56975,0,0,135,GB,GF BF,2016,"Gurinder Seagal, Jacqueline Fernandez",Hindi
232,GiB - Teri Meri Kahani.mp3,Teri Meri Kahani,songs-file/GiB%20-%20Teri%20Meri%20Kahani.mp3.mp3,331.57621875,0,0,136,GiB,Gabbar is Back,2015,"Arijit Singh, Palak Muchhal",Hindi
233,GALS - Bheegi Bheegi.mp3,Bheegi Bheegi,songs-file/GALS%20-%20Bheegi%20Bheegi.mp3.mp3,344.06666666666666,0,0,137,GALS,Gangster: A Love Story,2006,James,Hindi
234,GALS - Lamha Lamha.mp3,Lamha Lamha,songs-file/GALS%20-%20Lamha%20Lamha.mp3.mp3,324.58666666666664,0,0,137,GALS,Gangster: A Love Story,2006,Abhijeet Bhattacharya,Hindi
235,GALS - Tu Hi Meri Shab Hai.mp3,Tu Hi Meri Shab Hai,songs-file/GALS%20-%20Tu%20Hi%20Meri%20Shab%20Hai.mp3.mp3,389.6933333333333,0,0,137,GALS,Gangster: A Love Story,2006,"Pritam Chakraborty, KK",Hindi
236,GALS - Ya Ali.mp3,Ya Ali,songs-file/GALS%20-%20Ya%20Ali.mp3.mp3,295.4,0,0,137,GALS,Gangster: A Love Story,2006,Zubeen Garg,Hindi
237,GJNI - Guzarish.mp3,Guzarish,songs-file/GJNI%20-%20Guzarish.mp3.mp3,329.119925,0,0,138,GJNI,Ghajini,2008,"Sonu Nigam, Javed Ali",Hindi
238,GJNI - Kaise Mujhe.mp3,Kaise Mujhe,songs-file/GJNI%20-%20Kaise%20Mujhe.mp3.mp3,346.59585,0,0,138,GJNI,Ghajini,2008,"Shreya Ghoshal, Benny Dayal",Hindi
239,GULM - Aankhon Se Tune Kya Keh Diya.mp3,Aankhon Se Tune Kya Keh Diya,songs-file/GULM%20-%20Aankhon%20Se%20Tune%20Kya%20Keh%20Diya.mp3.mp3,305.94612244897957,0,0,139,GULM,Ghulam,1998,"Alka Yagnik, Kumar Sanu",Hindi
240,GGG - Babaji Ki Booti.mp3,Babaji Ki Booti,songs-file/GGG%20-%20Babaji%20Ki%20Booti.mp3.mp3,226.24,0,0,140,GGG,Go Goa Gone,2013,"Kunal Khemu, Bornalee Deuri, Sachin-Jigar, Raj Nidimoru, Krishna D.K., Anand Tiwari",Hindi
